Selector,Traffic,Region
workspace.google.com/marketplace/app/ai_mail_assistant_chatgpt_for_gmail/793320270264,1,ca
workspace.google.com/marketplace/app/page_sizer_for_google_docs_pagesizer/871910138285,23,ca
workspace.google.com/marketplace/app/compare_sheets/955024524750,35,ca
workspace.google.com/marketplace/app/form_mule_email_merge_utility/968670674230,40,ca
workspace.google.com/marketplace/app/mail_merge_for_google_docs/799434348782,51,ca
workspace.google.com/marketplace/app/random_generator/363517517289,27,ca
workspace.google.com/marketplace/app/mail_merge/218858140171,108,ca
workspace.google.com/marketplace/app/shared_contacts_share_google_workspace_c/1033860418004,16,ca
workspace.google.com/marketplace/app/heic_image_viewer_decoder/896939897302,64,ca
workspace.google.com/marketplace/app/gradebook/292160741496,20,ca
workspace.google.com/marketplace/app/pear_deck_for_google_slides_addon/363332900703,65,ca
workspace.google.com/marketplace/app/collaborative_whiteboard/1020501632558,6,ca
workspace.google.com/marketplace/app/copy_folder_in_google_drive/891769470715,4,ca
workspace.google.com/marketplace/app/signrequest_esignatures_for_docs_google/522331924634,87,ca
workspace.google.com/marketplace/app/form_quiz_timer_limiter_quilgo/1038135373505,13,ca
workspace.google.com/marketplace/app/lumio/1033792558652,7,ca
workspace.google.com/marketplace/app/word_cloud_generator/360115564222,27,ca
workspace.google.com/marketplace/app/education_perfect/980973241261,63,ca
workspace.google.com/marketplace/app/pdf2go_pdf_editor_converter/588307107944,39,ca
workspace.google.com/marketplace/app/endnote_generator/966812386636,64,ca
workspace.google.com/marketplace/app/textbolt_formerly_email_to_textsms_from/135822310631,63,ca
workspace.google.com/marketplace/app/gtable_calculator/10796809588,61,ca
workspace.google.com/marketplace/app/ai_for_google_calendar_reclaimai/950518663892,59,ca
